Truncation;F1_macro;Accuracy;Precision_macro;Recall_macro;Loss;Precision_class_Apoptosis;Recall_class_Apoptosis;Precision_class_Mitosis;Recall_class_Mitosis
0;0.9325684309005737;0.9394470453262329;0.9261236190795898;0.9394470453262329;0.13859939575195312;0.875545859336853;0.9134396314620972;0.9767014384269714;0.9654545187950134
